Thunder Bay, (63203) Hourly, Fine particulate matter (PM2.5) Concentrations,,,,,,,,,,,,,,,,,,,,,,,,
Station,Thunder Bay (63203),,,,,,,,,,,,,,,,,,,,,,,,,
Address,421 James St. S.,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,48.379389,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-89.290167,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation, 192 metres,,,,,,,,,,,,,,,,,,,,,,,,,
Air intake height,15 metres,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant,Fine Particulate Matter (fine particulate matter PM2.5),,,,,,,,,,,,,,,,,,,,,,,,,
Unit, micrograms per cubic metre (&micro;g/m<sup>3</sup>),,,,,,,,,,,,,,,,,,,,,,,,,
Remarks, 9999 for invalid or missing data.,,,,,,,,,,,,,,,,,,,,,,,,,
Station ID,Pollutant,Date,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
63203,Fine Particulate Matter,2020-04-06,12,9,11,14,13,13,12,9,15,10,5,4,5,6,5,4,4,4,5,5,6,6,5,4
63203,Fine Particulate Matter,2020-04-07,4,3,4,3,3,3,3,3,5,5,6,6,6,5,6,7,7,9,10,15,14,8,18,7
63203,Fine Particulate Matter,2020-04-08,5,7,4,7,6,5,3,4,4,5,5,4,4,3,3,3,3,2,2,2,2,3,3,3
63203,Fine Particulate Matter,2020-04-09,2,3,2,3,5,4,3,3,3,3,2,2,2,1,1,1,1,1,1,2,1,1,1,1
63203,Fine Particulate Matter,2020-04-10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,6,7,5,6,5,6
63203,Fine Particulate Matter,2020-04-11,7,7,6,9,8,8,9,10,7,7,8,6,4,3,3,3,3,3,3,2,2,2,3,3
63203,Fine Particulate Matter,2020-04-12,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,4,3,3,4,2
63203,Fine Particulate Matter,2020-04-13,2,2,2,2,2,2,2,3,2,4,4,4,3,2,2,2,3,4,4,3,3,3,3,3
63203,Fine Particulate Matter,2020-04-14,4,5,4,4,3,3,3,3,5,6,5,6,5,4,4,4,4,7,10,6,9,4,13,5
63203,Fine Particulate Matter,2020-04-15,3,3,3,3,2,2,2,2,2,3,2,2,2,3,2,2,4,5,5,5,4,5,6,6
63203,Fine Particulate Matter,2020-04-16,6,5,5,5,4,5,4,4,4,4,4,3,4,3,4,3,4,2,2,2,2,2,4,4
63203,Fine Particulate Matter,2020-04-17,4,5,4,5,5,5,5,4,4,4,4,4,5,3,3,3,5,5,5,6,7,6,6,6
63203,Fine Particulate Matter,2020-04-18,7,7,7,7,8,8,6,6,4,4,3,3,4,3,3,3,3,2,2,2,1,1,2,2
63203,Fine Particulate Matter,2020-04-19,2,2,2,2,2,2,2,3,4,5,4,4,4,4,4,3,3,4,4,6,6,4,6,6
63203,Fine Particulate Matter,2020-04-20,6,5,4,5,5,4,4,4,3,3,4,5,4,4,3,3,3,3,4,3,3,3,4,4
63203,Fine Particulate Matter,2020-04-21,3,4,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,4,3,4,5,7,7,11
63203,Fine Particulate Matter,2020-04-22,9,6,9,7,7,6,8,7,5,4,3,2,2,2,2,2,3,4,4,5,9,6,5,9
63203,Fine Particulate Matter,2020-04-23,4,7,4,4,4,4,4,4,4,5,4,4,4,4,3,3,3,3,3,12,5,6,10,4
63203,Fine Particulate Matter,2020-04-24,5,9999,9999,7,6,7,8,9,5,5,5,7,6,6,6,7,7,7,9,10,8,6,7,7
63203,Fine Particulate Matter,2020-04-25,8,6,7,7,7,7,7,6,4,3,2,2,2,2,2,2,3,3,3,3,4,4,4,4
63203,Fine Particulate Matter,2020-04-26,5,4,6,6,5,6,6,6,2,2,2,2,2,2,2,2,2,4,15,3,8,9,8,8
63203,Fine Particulate Matter,2020-04-27,6,6,5,3,3,3,3,3,3,3,3,4,4,4,4,4,6,7,7,7,7,9,11,5
63203,Fine Particulate Matter,2020-04-28,7,7,6,6,7,7,11,3,3,4,4,3,4,4,4,4,6,9,11,8,7,6,6,6
63203,Fine Particulate Matter,2020-04-29,7,6,6,5,3,3,2,2,2,2,2,2,3,3,3,4,3,3,3,4,4,4,4,4
63203,Fine Particulate Matter,2020-04-30,4,4,5,5,4,5,5,4,3,3,2,2,3,4,3,4,4,4,4,4,9,8,7,7
63203,Fine Particulate Matter,2020-05-01,12,8,6,6,6,6,9,7,6,8,7,5,4,3,3,3,2,2,2,2,4,3,3,3
63203,Fine Particulate Matter,2020-05-02,4,6,5,5,5,5,4,5,5,7,8,8,7,6,4,3,5,5,4,3,2,2,2,2
63203,Fine Particulate Matter,2020-05-03,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,3,2,3,2,3,3,2
63203,Fine Particulate Matter,2020-05-04,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,2,2,2,3,2,4,7,4
63203,Fine Particulate Matter,2020-05-05,5,7,6,7,6,6,6,6,5,4,3,3,3,3,2,2,2,2,2,3,4,4,4,5
63203,Fine Particulate Matter,2020-05-06,13,10,7,6,5,7,8,4,2,2,3,5,11,7,4,2,3,3,3,3,4,4,3,6
63203,Fine Particulate Matter,2020-05-07,8,4,3,3,3,4,6,4,2,3,2,2,2,2,2,2,2,2,2,2,1,1,2,2
63203,Fine Particulate Matter,2020-05-08,1,1,1,2,3,5,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,4,4
63203,Fine Particulate Matter,2020-05-09,4,2,7,3,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63203,Fine Particulate Matter,2020-05-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,3,2,2
63203,Fine Particulate Matter,2020-05-11,3,2,2,2,1,4,4,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,3,2
63203,Fine Particulate Matter,2020-05-12,3,3,4,4,4,4,5,4,2,1,1,2,2,2,2,2,2,2,3,8,3,4,9,7
63203,Fine Particulate Matter,2020-05-13,6,7,6,8,7,9,10,8,9,8,4,5,13,5,4,5,4,5,5,5,4,4,4,3
63203,Fine Particulate Matter,2020-05-14,5,6,6,8,8,7,7,6,5,7,9,7,7,9,14,8,9,8,7,7,9,9,13,7
63203,Fine Particulate Matter,2020-05-15,7,6,3,4,4,5,4,4,7,7,5,4,3,2,2,3,3,4,3,4,5,5,5,5
63203,Fine Particulate Matter,2020-05-16,5,6,8,8,8,7,7,8,8,6,5,3,3,3,2,3,4,5,10,18,19,11,11,11
63203,Fine Particulate Matter,2020-05-17,11,9,10,11,11,10,9,6,6,6,7,7,6,5,4,4,4,4,6,11,16,14,17,25
63203,Fine Particulate Matter,2020-05-18,25,24,7,6,6,6,6,5,6,6,6,6,5,5,5,5,4,2,2,2,5,10,9,8
63203,Fine Particulate Matter,2020-05-19,5,4,4,5,5,3,4,3,3,3,3,3,4,4,3,3,2,2,2,2,3,7,7,8
63203,Fine Particulate Matter,2020-05-20,8,7,8,9,10,16,11,15,11,4,5,5,5,4,4,4,5,7,6,7,8,6,6,7
63203,Fine Particulate Matter,2020-05-21,10,16,11,13,12,9,10,14,24,11,11,7,8,6,4,4,6,6,8,7,10,8,6,7
63203,Fine Particulate Matter,2020-05-22,8,10,9,11,12,12,15,15,10,9,8,8,7,9,8,8,9,11,15,14,17,23,13,14
63203,Fine Particulate Matter,2020-05-23,15,20,17,9,11,8,7,8,7,8,7,7,8,8,7,6,6,6,6,6,6,6,5,4
63203,Fine Particulate Matter,2020-05-24,5,5,5,9,10,5,5,5,5,5,5,5,6,6,4,4,7,7,6,7,18,9,14,5
63203,Fine Particulate Matter,2020-05-25,10,10,6,16,20,11,10,13,5,5,5,4,4,6,6,5,6,7,9,6,9,8,7,9
63203,Fine Particulate Matter,2020-05-26,8,8,10,18,7,7,11,12,9,10,10,13,6,6,6,7,4,3,6,3,3,4,3,3
63203,Fine Particulate Matter,2020-05-27,5,7,15,11,8,4,6,7,9,6,4,4,4,5,6,2,2,3,3,3,5,6,5,6
63203,Fine Particulate Matter,2020-05-28,5,5,5,6,6,6,8,7,4,5,4,4,4,3,3,6,2,2,2,3,3,5,5,4
63203,Fine Particulate Matter,2020-05-29,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
63203,Fine Particulate Matter,2020-05-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,6,7,9
63203,Fine Particulate Matter,2020-05-31,6,6,4,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,5,8,12,20,27,8
63203,Fine Particulate Matter,2020-06-01,6,7,8,8,9,10,12,11,18,6,6,11,10,9,15,27,6,6,5,5,17,13,18,22
63203,Fine Particulate Matter,2020-06-02,17,16,11,8,10,7,7,6,5,8,14,12,7,6,5,5,4,4,4,5,5,5,5,6
63203,Fine Particulate Matter,2020-06-03,9,10,10,15,14,13,11,10,7,6,6,4,3,3,3,3,3,3,3,5,10,9,10,9
63203,Fine Particulate Matter,2020-06-04,9,8,7,9,9,7,8,7,8,7,13,14,7,6,8,5,3,2,2,3,2,3,6,5
63203,Fine Particulate Matter,2020-06-05,8,6,7,8,9,7,6,6,7,5,3,3,3,3,3,3,4,4,4,4,6,4,4,2
63203,Fine Particulate Matter,2020-06-06,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,8,10
63203,Fine Particulate Matter,2020-06-07,7,8,7,5,5,3,2,2,2,2,2,2,3,2,2,2,3,2,3,2,2,3,3,2
63203,Fine Particulate Matter,2020-06-08,2,2,2,3,2,3,3,3,3,3,3,4,5,5,5,5,8,7,8,11,11,14,9,13
