Thunder Bay, (63200) Hourly, Fine particulate matter (PM2.5) Concentrations,,,,,,,,,,,,,,,,,,,,,,,,
Station,Thunder Bay (63200),,,,,,,,,,,,,,,,,,,,,,,,,
Address,615 James St. S., MTO,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,48.374049,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-89.289658,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation, 191 metres,,,,,,,,,,,,,,,,,,,,,,,,,
Air intake height,3 metres,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant,Fine Particulate Matter (fine particulate matter PM2.5),,,,,,,,,,,,,,,,,,,,,,,,,
Unit, micrograms per cubic metre (&micro;g/m<sup>3</sup>),,,,,,,,,,,,,,,,,,,,,,,,,
Remarks, 9999 for invalid or missing data.,,,,,,,,,,,,,,,,,,,,,,,,,
Station ID,Pollutant,Date,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
63200,Fine Particulate Matter,2024-12-06,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,4,4,4
63200,Fine Particulate Matter,2024-12-07,5,5,5,4,5,6,5,6,5,5,7,7,6,6,6,6,7,7,7,6,6,5,4,4
63200,Fine Particulate Matter,2024-12-08,3,3,3,3,2,2,2,2,2,2,3,3,2,2,2,2,1,1,2,1,2,1,1,3
63200,Fine Particulate Matter,2024-12-09,2,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,4,10,4,2,2,1,1,1
63200,Fine Particulate Matter,2024-12-10,2,5,3,1,1,1,1,2,3,6,3,6,2,2,1,2,2,3,4,3,4,3,3,3
63200,Fine Particulate Matter,2024-12-11,4,3,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2
63200,Fine Particulate Matter,2024-12-12,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3
63200,Fine Particulate Matter,2024-12-13,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,6,7,9,8,10,8,9,7,8
63200,Fine Particulate Matter,2024-12-14,8,8,5,2,2,1,2,2,3,3,3,2,2,2,3,3,3,3,4,5,4,4,5,4
63200,Fine Particulate Matter,2024-12-15,6,6,6,7,7,8,9,8,8,7,8,7,6,7,6,5,4,4,5,6,6,4,4,3
63200,Fine Particulate Matter,2024-12-16,3,3,7,4,6,4,4,4,4,5,6,6,5,5,6,5,6,5,3,3,3,3,3,2
63200,Fine Particulate Matter,2024-12-17,1,1,1,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
63200,Fine Particulate Matter,2024-12-18,2,2,2,2,2,3,4,4,5,4,4,4,4,4,3,3,3,4,7,5,3,4,3,3
63200,Fine Particulate Matter,2024-12-19,3,3,3,3,4,5,5,6,6,6,6,5,6,6,8,7,6,5,6,6,6,5,3,3
63200,Fine Particulate Matter,2024-12-20,3,2,2,2,2,2,2,3,3,4,4,4,4,3,3,3,3,2,3,3,3,3,4,3
63200,Fine Particulate Matter,2024-12-21,3,3,3,3,3,3,3,3,4,4,5,4,4,4,4,5,7,15,19,13,10,8,7,9
63200,Fine Particulate Matter,2024-12-22,9,9,9,9,8,9,8,10,10,10,9,11,10,11,9,9,10,10,12,13,13,12,11,11
63200,Fine Particulate Matter,2024-12-23,11,11,11,11,12,12,10,6,6,5,5,4,4,4,4,3,3,4,3,3,3,2,2,3
63200,Fine Particulate Matter,2024-12-24,3,3,3,3,3,3,4,4,5,5,5,6,6,7,9,12,12,13,12,12,13,13,14,15
63200,Fine Particulate Matter,2024-12-25,11,11,13,14,11,9,8,9,9,10,11,11,11,11,11,11,13,14,13,14,15,15,13,13
63200,Fine Particulate Matter,2024-12-26,15,14,13,12,13,13,12,12,12,11,10,8,7,7,7,6,6,7,5,6,8,6,6,6
63200,Fine Particulate Matter,2024-12-27,7,6,8,7,7,7,7,7,7,8,8,7,6,5,6,5,5,6,7,7,7,8,9,12
63200,Fine Particulate Matter,2024-12-28,9,6,5,4,5,5,4,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,3
63200,Fine Particulate Matter,2024-12-29,3,3,3,3,3,3,3,3,3,3,3,3,5,4,3,4,4,4,4,4,4,3,3,2
63200,Fine Particulate Matter,2024-12-30,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,2,2,3,3,2
63200,Fine Particulate Matter,2024-12-31,2,2,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,2,2,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,
From,01-Jan, 2020 EST,,,,,,,,,,,,,,,,,,,,,,,,
To,31-Dec, 2024 EST,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Quality Ontario. Maintained by the Government of Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,
Copyright King's Printer for Ontario 2026,,,,,,,,,,,,,,,,,,,,,,,,,,
