Date,Station ID,Latitude,Longitude,CO_subAQI,NO2_subAQI,O3_subAQI,PM2.5_subAQI,SO2_subAQI,AQI
2022-04-26,12008,42.315778,-83.043667,1.0,14.0,28.0,21.0,0.0,28.0
2022-04-26,12016,42.292889,-83.073139,,11.0,27.0,23.0,7.0,27.0
2022-04-26,13001,42.403694,-82.208306,,5.0,27.0,10.0,,27.0
2022-04-26,14111,42.990263,-82.395341,,10.0,28.0,7.0,0.0,28.0
2022-04-26,15020,43.333084,-81.74289,,1.0,29.0,14.0,,29.0
2022-04-26,15026,42.974485,-81.200813,,5.0,27.0,14.0,,27.0
2022-04-26,16015,42.672127,-81.162948,,3.0,25.0,13.0,,25.0
2022-04-26,18007,44.314472,-81.549722,,,27.0,8.0,,27.0
2022-04-26,21005,43.138611,-80.292639,,4.0,28.0,23.0,,28.0
2022-04-26,26060,43.443833,-80.503806,,5.0,27.0,7.0,,27.0
2022-04-26,27067,43.160056,-79.23475,,7.0,28.0,28.0,,28.0
2022-04-26,28028,43.551611,-80.264167,,4.0,29.0,17.0,,29.0
2022-04-26,29000,43.25778,-79.861664,1.0,5.0,26.0,23.0,0.0,26.0
2022-04-26,29118,43.257444,-79.90775,,6.0,26.0,21.0,,26.0
2022-04-26,29214,43.241324,-79.889328,,3.0,27.0,42.0,0.0,42.0
2022-04-26,31129,43.645451,-79.3891,,20.0,22.0,32.0,,32.0
2022-04-26,33003,43.747917,-79.274056,,12.0,22.0,19.0,,22.0
2022-04-26,34021,43.78047,-79.467372,,18.0,23.0,26.0,0.0,26.0
2022-04-26,35125,43.709444,-79.5435,2.0,28.0,19.0,30.0,0.0,30.0
2022-04-26,44008,43.314603,-79.80277,,10.0,22.0,17.0,,22.0
2022-04-26,44017,43.486917,-79.702278,,5.0,28.0,16.0,,28.0
2022-04-26,44029,43.52965,-79.862449,,8.0,26.0,22.0,1.0,26.0
2022-04-26,45027,43.952248,-78.91252,,5.0,27.0,24.0,,27.0
2022-04-26,46090,43.669911,-79.766589,,4.0,26.0,16.0,,26.0
2022-04-26,46108,43.546174,-79.658797,,7.0,27.0,13.0,,27.0
2022-04-26,47045,44.382338,-79.702446,,6.0,24.0,11.0,,24.0
2022-04-26,48006,44.044306,-79.48325,,3.0,27.0,7.0,,27.0
2022-04-26,49005,45.338261,-80.039269,,1.0,29.0,18.0,,29.0
2022-04-26,49010,45.224278,-78.932944,,,28.0,11.0,,28.0
2022-04-26,51001,45.434333,-75.676,,11.0,30.0,23.0,0.0,30.0
2022-04-26,52023,44.219953,-76.521143,,3.0,31.0,21.0,,31.0
2022-04-26,54012,44.150528,-77.3955,,6.0,31.0,17.0,,31.0
2022-04-26,56051,45.017976,-74.735339,,5.0,32.0,17.0,,32.0
2022-04-26,59006,44.301918,-78.34622,,2.0,28.0,11.0,,28.0
2022-04-26,63203,48.379389,-89.290167,,11.0,39.0,12.0,,39.0
2022-04-26,71078,46.533194,-84.309917,,3.0,29.0,14.0,0.0,29.0
2022-04-26,75010,46.3225,-79.44945,,3.0,24.0,12.0,,24.0
2022-04-26,77233,46.492002,-81.003099,,3.0,20.0,11.0,0.0,20.0
2022-04-27,12008,42.315778,-83.043667,2.0,9.0,30.0,23.0,0.0,30.0
2022-04-27,12016,42.292889,-83.073139,,13.0,29.0,16.0,0.0,29.0
2022-04-27,13001,42.403694,-82.208306,,4.0,30.0,14.0,,30.0
2022-04-27,14111,42.990263,-82.395341,,3.0,31.0,9.0,0.0,31.0
2022-04-27,15020,43.333084,-81.74289,,0.0,31.0,11.0,,31.0
2022-04-27,15026,42.974485,-81.200813,,4.0,29.0,10.0,,29.0
2022-04-27,16015,42.672127,-81.162948,,0.0,28.0,8.0,,28.0
2022-04-27,18007,44.314472,-81.549722,,,35.0,6.0,,35.0
2022-04-27,21005,43.138611,-80.292639,,4.0,28.0,9.0,,28.0
2022-04-27,26060,43.443833,-80.503806,,2.0,28.0,6.0,,28.0
2022-04-27,27067,43.160056,-79.23475,,7.0,27.0,9.0,,27.0
2022-04-27,28028,43.551611,-80.264167,,1.0,30.0,12.0,,30.0
2022-04-27,29000,43.25778,-79.861664,1.0,8.0,24.0,2.0,3.0,24.0
2022-04-27,29118,43.257444,-79.90775,,10.0,24.0,11.0,,24.0
2022-04-27,29214,43.241324,-79.889328,,3.0,26.0,14.0,1.0,26.0
2022-04-27,31129,43.645451,-79.3891,,13.0,20.0,22.0,,22.0
2022-04-27,33003,43.747917,-79.274056,,8.0,23.0,13.0,,23.0
2022-04-27,34021,43.78047,-79.467372,,15.0,22.0,13.0,0.0,22.0
2022-04-27,35125,43.709444,-79.5435,2.0,18.0,20.0,17.0,0.0,20.0
2022-04-27,44008,43.314603,-79.80277,,7.0,24.0,3.0,,24.0
2022-04-27,44017,43.486917,-79.702278,,5.0,26.0,8.0,,26.0
2022-04-27,44029,43.52965,-79.862449,,9.0,27.0,7.0,1.0,27.0
2022-04-27,45027,43.952248,-78.91252,,0.0,28.0,14.0,,28.0
2022-04-27,46090,43.669911,-79.766589,,6.0,26.0,11.0,,26.0
2022-04-27,46108,43.546174,-79.658797,,6.0,27.0,5.0,,27.0
2022-04-27,47045,44.382338,-79.702446,,3.0,27.0,9.0,,27.0
2022-04-27,48006,44.044306,-79.48325,,1.0,26.0,5.0,,26.0
2022-04-27,49005,45.338261,-80.039269,,4.0,30.0,8.0,,30.0
2022-04-27,49010,45.224278,-78.932944,,,28.0,5.0,,28.0
2022-04-27,51001,45.434333,-75.676,,2.0,28.0,13.0,0.0,28.0
2022-04-27,52023,44.219953,-76.521143,,3.0,27.0,12.0,,27.0
2022-04-27,54012,44.150528,-77.3955,,2.0,29.0,6.0,,29.0
2022-04-27,56051,45.017976,-74.735339,,5.0,23.0,11.0,,23.0
2022-04-27,59006,44.301918,-78.34622,,1.0,28.0,8.0,,28.0
2022-04-27,63203,48.379389,-89.290167,,19.0,38.0,20.0,,38.0
2022-04-27,71078,46.533194,-84.309917,,8.0,40.0,13.0,0.0,40.0
2022-04-27,75010,46.3225,-79.44945,,22.0,32.0,9.0,,32.0
2022-04-27,77233,46.492002,-81.003099,,6.0,36.0,15.0,0.0,36.0
2022-04-28,12008,42.315778,-83.043667,3.0,34.0,42.0,26.0,16.0,42.0
2022-04-28,12016,42.292889,-83.073139,,32.0,40.0,32.0,11.0,40.0
2022-04-28,13001,42.403694,-82.208306,,13.0,41.0,14.0,,41.0
2022-04-28,14111,42.990263,-82.395341,,19.0,42.0,21.0,0.0,42.0
2022-04-28,15020,43.333084,-81.74289,,1.0,42.0,17.0,,42.0
2022-04-28,15026,42.974485,-81.200813,,8.0,41.0,25.0,,41.0
2022-04-28,16015,42.672127,-81.162948,,4.0,39.0,22.0,,39.0
2022-04-28,18007,44.314472,-81.549722,,,41.0,11.0,,41.0
2022-04-28,21005,43.138611,-80.292639,,8.0,44.0,23.0,,44.0
2022-04-28,26060,43.443833,-80.503806,,8.0,43.0,25.0,,43.0
2022-04-28,27067,43.160056,-79.23475,,28.0,44.0,19.0,,44.0
2022-04-28,28028,43.551611,-80.264167,,5.0,45.0,21.0,,45.0
2022-04-28,29000,43.25778,-79.861664,1.0,15.0,41.0,9.0,21.0,41.0
2022-04-28,29118,43.257444,-79.90775,,34.0,42.0,31.0,,42.0
2022-04-28,29214,43.241324,-79.889328,,8.0,42.0,30.0,16.0,42.0
2022-04-28,31129,43.645451,-79.3891,,29.0,35.0,39.0,,39.0
2022-04-28,33003,43.747917,-79.274056,,14.0,35.0,28.0,,35.0
2022-04-28,34021,43.78047,-79.467372,,22.0,39.0,22.0,0.0,39.0
2022-04-28,35125,43.709444,-79.5435,2.0,28.0,36.0,18.0,0.0,36.0
2022-04-28,44008,43.314603,-79.80277,,11.0,42.0,18.0,,42.0
2022-04-28,44017,43.486917,-79.702278,,10.0,42.0,18.0,,42.0
2022-04-28,44029,43.52965,-79.862449,,17.0,44.0,24.0,0.0,44.0
2022-04-28,45027,43.952248,-78.91252,,1.0,41.0,26.0,,41.0
2022-04-28,46090,43.669911,-79.766589,,11.0,42.0,23.0,,42.0
2022-04-28,46108,43.546174,-79.658797,,14.0,42.0,25.0,,42.0
2022-04-28,47045,44.382338,-79.702446,,9.0,37.0,21.0,,37.0
2022-04-28,48006,44.044306,-79.48325,,9.0,39.0,16.0,,39.0
2022-04-28,49005,45.338261,-80.039269,,11.0,40.0,12.0,,40.0
2022-04-28,49010,45.224278,-78.932944,,,44.0,9.0,,44.0
2022-04-28,51001,45.434333,-75.676,,2.0,43.0,16.0,0.0,43.0
2022-04-28,52023,44.219953,-76.521143,,4.0,41.0,18.0,,41.0
2022-04-28,54012,44.150528,-77.3955,,7.0,43.0,17.0,,43.0
2022-04-28,56051,45.017976,-74.735339,,7.0,40.0,31.0,,40.0
2022-04-28,59006,44.301918,-78.34622,,2.0,42.0,14.0,,42.0
2022-04-28,63203,48.379389,-89.290167,,23.0,40.0,28.0,,40.0
2022-04-28,71078,46.533194,-84.309917,,27.0,42.0,31.0,23.0,42.0
2022-04-28,75010,46.3225,-79.44945,,11.0,42.0,16.0,,42.0
2022-04-28,77233,46.492002,-81.003099,,21.0,38.0,34.0,0.0,38.0
2022-04-29,12008,42.315778,-83.043667,2.0,24.0,43.0,27.0,0.0,43.0
2022-04-29,12016,42.292889,-83.073139,,35.0,43.0,33.0,0.0,43.0
2022-04-29,13001,42.403694,-82.208306,,15.0,42.0,26.0,,42.0
2022-04-29,14111,42.990263,-82.395341,,18.0,43.0,34.0,0.0,43.0
2022-04-29,15020,43.333084,-81.74289,,3.0,41.0,26.0,,41.0
2022-04-29,16015,42.672127,-81.162948,,4.0,41.0,37.0,,41.0
2022-04-29,18007,44.314472,-81.549722,,,40.0,14.0,,40.0
2022-04-29,21005,43.138611,-80.292639,,14.0,43.0,36.0,,43.0
2022-04-29,26060,43.443833,-80.503806,,14.0,43.0,41.0,,43.0
2022-04-29,27067,43.160056,-79.23475,,26.0,42.0,36.0,,42.0
2022-04-29,28028,43.551611,-80.264167,,10.0,45.0,32.0,,45.0
2022-04-29,29000,43.25778,-79.861664,3.0,40.0,39.0,41.0,27.0,41.0
2022-04-29,29118,43.257444,-79.90775,,30.0,37.0,37.0,,37.0
2022-04-29,29214,43.241324,-79.889328,,20.0,40.0,34.0,17.0,40.0
2022-04-29,31129,43.645451,-79.3891,,50.0,33.0,48.0,,50.0
2022-04-29,33003,43.747917,-79.274056,,20.0,35.0,33.0,,35.0
2022-04-29,34021,43.78047,-79.467372,,24.0,41.0,34.0,0.0,41.0
2022-04-29,35125,43.709444,-79.5435,2.0,25.0,37.0,23.0,3.0,37.0
2022-04-29,44008,43.314603,-79.80277,,21.0,39.0,30.0,,39.0
2022-04-29,44017,43.486917,-79.702278,,19.0,37.0,26.0,,37.0
2022-04-29,44029,43.52965,-79.862449,,25.0,44.0,27.0,1.0,44.0
2022-04-29,45027,43.952248,-78.91252,,3.0,40.0,24.0,,40.0
2022-04-29,46090,43.669911,-79.766589,,14.0,42.0,26.0,,42.0
2022-04-29,46108,43.546174,-79.658797,,23.0,36.0,42.0,,42.0
2022-04-29,47045,44.382338,-79.702446,,15.0,36.0,29.0,,36.0
2022-04-29,48006,44.044306,-79.48325,,11.0,40.0,31.0,,40.0
2022-04-29,49005,45.338261,-80.039269,,21.0,38.0,29.0,,38.0
2022-04-29,49010,45.224278,-78.932944,,,43.0,22.0,,43.0
2022-04-29,51001,45.434333,-75.676,,7.0,42.0,22.0,0.0,42.0
2022-04-29,52023,44.219953,-76.521143,,13.0,40.0,29.0,,40.0
2022-04-29,54012,44.150528,-77.3955,,21.0,42.0,41.0,,42.0
2022-04-29,56051,45.017976,-74.735339,,7.0,41.0,38.0,,41.0
2022-04-29,59006,44.301918,-78.34622,,5.0,40.0,23.0,,40.0
2022-04-29,63203,48.379389,-89.290167,,10.0,37.0,17.0,,37.0
2022-04-29,71078,46.533194,-84.309917,,5.0,41.0,25.0,1.0,41.0
2022-04-29,75010,46.3225,-79.44945,,18.0,41.0,31.0,,41.0
2022-04-29,77233,46.492002,-81.003099,,30.0,37.0,39.0,1.0,39.0
2022-04-30,12008,42.315778,-83.043667,1.0,14.0,44.0,31.0,0.0,44.0
2022-04-30,12016,42.292889,-83.073139,,12.0,43.0,33.0,0.0,43.0
2022-04-30,13001,42.403694,-82.208306,,6.0,44.0,28.0,,44.0
2022-04-30,14111,42.990263,-82.395341,,15.0,46.0,34.0,1.0,46.0
2022-04-30,15020,43.333084,-81.74289,,3.0,44.0,28.0,,44.0
2022-04-30,15026,42.974485,-81.200813,,11.0,44.0,,,44.0
2022-04-30,16015,42.672127,-81.162948,,4.0,43.0,40.0,,43.0
2022-04-30,18007,44.314472,-81.549722,,,43.0,17.0,,43.0
2022-04-30,21005,43.138611,-80.292639,,12.0,44.0,36.0,,44.0
2022-04-30,26060,43.443833,-80.503806,,13.0,44.0,33.0,,44.0
2022-04-30,27067,43.160056,-79.23475,,21.0,41.0,48.0,,48.0
2022-04-30,28028,43.551611,-80.264167,,13.0,46.0,31.0,,46.0
2022-04-30,29000,43.25778,-79.861664,5.0,33.0,31.0,52.0,67.0,67.0
2022-04-30,29118,43.257444,-79.90775,,30.0,31.0,53.0,,53.0
2022-04-30,29214,43.241324,-79.889328,,16.0,37.0,38.0,81.0,81.0
2022-04-30,31129,43.645451,-79.3891,,25.0,39.0,33.0,,39.0
2022-04-30,33003,43.747917,-79.274056,,25.0,38.0,26.0,,38.0
2022-04-30,34021,43.78047,-79.467372,,15.0,38.0,32.0,0.0,38.0
2022-04-30,35125,43.709444,-79.5435,2.0,28.0,41.0,30.0,1.0,41.0
2022-04-30,44008,43.314603,-79.80277,,13.0,39.0,23.0,,39.0
2022-04-30,44017,43.486917,-79.702278,,15.0,41.0,26.0,,41.0
2022-04-30,44029,43.52965,-79.862449,,19.0,43.0,29.0,6.0,43.0
2022-04-30,45027,43.952248,-78.91252,,3.0,40.0,23.0,,40.0
2022-04-30,46090,43.669911,-79.766589,,32.0,40.0,36.0,,40.0
2022-04-30,46108,43.546174,-79.658797,,18.0,40.0,28.0,,40.0
2022-04-30,47045,44.382338,-79.702446,,26.0,39.0,43.0,,43.0
2022-04-30,48006,44.044306,-79.48325,,23.0,42.0,37.0,,42.0
2022-04-30,49005,45.338261,-80.039269,,25.0,38.0,28.0,,38.0
2022-04-30,49010,45.224278,-78.932944,,,44.0,31.0,,44.0
2022-04-30,51001,45.434333,-75.676,,8.0,41.0,32.0,1.0,41.0
2022-04-30,52023,44.219953,-76.521143,,8.0,39.0,26.0,,39.0
2022-04-30,54012,44.150528,-77.3955,,12.0,43.0,25.0,,43.0
2022-04-30,56051,45.017976,-74.735339,,12.0,38.0,48.0,,48.0
2022-04-30,59006,44.301918,-78.34622,,12.0,41.0,32.0,,41.0
2022-04-30,63203,48.379389,-89.290167,,10.0,38.0,26.0,,38.0
2022-04-30,71078,46.533194,-84.309917,,2.0,41.0,22.0,0.0,41.0
2022-04-30,75010,46.3225,-79.44945,,13.0,45.0,22.0,,45.0
2022-04-30,77233,46.492002,-81.003099,,25.0,40.0,38.0,0.0,40.0
2022-05-01,12008,42.315778,-83.043667,2.0,6.0,37.0,28.0,4.0,37.0
2022-05-01,12016,42.292889,-83.073139,,8.0,35.0,52.0,19.0,52.0
2022-05-01,13001,42.403694,-82.208306,,3.0,40.0,39.0,,40.0
2022-05-01,14111,42.990263,-82.395341,,5.0,41.0,36.0,3.0,41.0
2022-05-01,15020,43.333084,-81.74289,,3.0,36.0,38.0,,38.0
2022-05-01,15026,42.974485,-81.200813,,3.0,38.0,,,38.0
2022-05-01,16015,42.672127,-81.162948,,1.0,37.0,38.0,,38.0
2022-05-01,18007,44.314472,-81.549722,,,38.0,48.0,,48.0
2022-05-01,21005,43.138611,-80.292639,,20.0,31.0,54.0,,54.0
2022-05-01,26060,43.443833,-80.503806,,7.0,38.0,44.0,,44.0
2022-05-01,27067,43.160056,-79.23475,,10.0,37.0,29.0,,37.0
2022-05-01,28028,43.551611,-80.264167,,7.0,40.0,30.0,,40.0
2022-05-01,29000,43.25778,-79.861664,3.0,26.0,31.0,52.0,31.0,52.0
2022-05-01,29118,43.257444,-79.90775,,30.0,32.0,53.0,,53.0
2022-05-01,29214,43.241324,-79.889328,,25.0,25.0,58.0,26.0,58.0
2022-05-01,31129,43.645451,-79.3891,,13.0,38.0,37.0,,38.0
2022-05-01,33003,43.747917,-79.274056,,7.0,37.0,23.0,,37.0
2022-05-01,34021,43.78047,-79.467372,,8.0,36.0,21.0,0.0,36.0
2022-05-01,35125,43.709444,-79.5435,2.0,23.0,36.0,33.0,0.0,36.0
2022-05-01,44008,43.314603,-79.80277,,16.0,37.0,41.0,,41.0
2022-05-01,44017,43.486917,-79.702278,,16.0,36.0,38.0,,38.0
2022-05-01,44029,43.52965,-79.862449,,9.0,37.0,29.0,1.0,37.0
2022-05-01,45027,43.952248,-78.91252,,4.0,39.0,29.0,,39.0
2022-05-01,46090,43.669911,-79.766589,,28.0,34.0,41.0,,41.0
2022-05-01,46108,43.546174,-79.658797,,5.0,36.0,31.0,,36.0
2022-05-01,47045,44.382338,-79.702446,,5.0,36.0,50.0,,50.0
2022-05-01,48006,44.044306,-79.48325,,5.0,37.0,27.0,,37.0
2022-05-01,49005,45.338261,-80.039269,,6.0,43.0,30.0,,43.0
2022-05-01,49010,45.224278,-78.932944,,,41.0,28.0,,41.0
2022-05-01,51001,45.434333,-75.676,,8.0,42.0,29.0,1.0,42.0
2022-05-01,52023,44.219953,-76.521143,,12.0,39.0,30.0,,39.0
2022-05-01,54012,44.150528,-77.3955,,16.0,43.0,32.0,,43.0
2022-05-01,56051,45.017976,-74.735339,,16.0,42.0,43.0,,43.0
2022-05-01,59006,44.301918,-78.34622,,12.0,40.0,44.0,,44.0
2022-05-01,63203,48.379389,-89.290167,,12.0,42.0,28.0,,42.0
2022-05-01,71078,46.533194,-84.309917,,3.0,42.0,26.0,0.0,42.0
2022-05-01,75010,46.3225,-79.44945,,2.0,43.0,18.0,,43.0
2022-05-01,77233,46.492002,-81.003099,,8.0,39.0,30.0,0.0,39.0
2022-05-02,12008,42.315778,-83.043667,2.0,16.0,28.0,32.0,3.0,32.0
2022-05-02,12016,42.292889,-83.073139,,13.0,29.0,47.0,6.0,47.0
2022-05-02,13001,42.403694,-82.208306,,6.0,30.0,31.0,,31.0
2022-05-02,14111,42.990263,-82.395341,,13.0,25.0,21.0,1.0,25.0
2022-05-02,15020,43.333084,-81.74289,,4.0,30.0,28.0,,30.0
2022-05-02,15026,42.974485,-81.200813,,11.0,28.0,57.0,,57.0
2022-05-02,16015,42.672127,-81.162948,,4.0,27.0,23.0,,27.0
2022-05-02,18007,44.314472,-81.549722,,,27.0,32.0,,32.0
2022-05-02,21005,43.138611,-80.292639,,5.0,25.0,40.0,,40.0
2022-05-02,26060,43.443833,-80.503806,,8.0,22.0,52.0,,52.0
2022-05-02,27067,43.160056,-79.23475,,4.0,28.0,36.0,,36.0
2022-05-02,28028,43.551611,-80.264167,,8.0,23.0,52.0,,52.0
2022-05-02,29000,43.25778,-79.861664,2.0,31.0,22.0,56.0,4.0,56.0
2022-05-02,29118,43.257444,-79.90775,,26.0,21.0,56.0,,56.0
2022-05-02,29214,43.241324,-79.889328,,23.0,22.0,56.0,13.0,56.0
2022-05-02,31129,43.645451,-79.3891,,31.0,22.0,64.0,,64.0
2022-05-02,33003,43.747917,-79.274056,,23.0,20.0,64.0,,64.0
2022-05-02,34021,43.78047,-79.467372,,25.0,17.0,58.0,0.0,58.0
2022-05-02,35125,43.709444,-79.5435,3.0,28.0,17.0,55.0,0.0,55.0
2022-05-02,44008,43.314603,-79.80277,,14.0,22.0,55.0,,55.0
2022-05-02,44017,43.486917,-79.702278,,25.0,21.0,61.0,,61.0
2022-05-02,44029,43.52965,-79.862449,,16.0,20.0,52.0,0.0,52.0
2022-05-02,45027,43.952248,-78.91252,,11.0,23.0,56.0,,56.0
2022-05-02,46090,43.669911,-79.766589,,11.0,21.0,56.0,,56.0
2022-05-02,46108,43.546174,-79.658797,,22.0,20.0,60.0,,60.0
2022-05-02,47045,44.382338,-79.702446,,14.0,18.0,57.0,,57.0
2022-05-02,48006,44.044306,-79.48325,,10.0,22.0,53.0,,53.0
2022-05-02,49005,45.338261,-80.039269,,3.0,30.0,51.0,,51.0
2022-05-02,49010,45.224278,-78.932944,,,36.0,32.0,,36.0
2022-05-02,51001,45.434333,-75.676,,8.0,31.0,34.0,0.0,34.0
2022-05-02,52023,44.219953,-76.521143,,6.0,36.0,57.0,,57.0
2022-05-02,54012,44.150528,-77.3955,,8.0,35.0,55.0,,55.0
2022-05-02,56051,45.017976,-74.735339,,10.0,26.0,36.0,,36.0
2022-05-02,59006,44.301918,-78.34622,,9.0,29.0,53.0,,53.0
2022-05-02,63203,48.379389,-89.290167,,11.0,25.0,19.0,,25.0
2022-05-02,71078,46.533194,-84.309917,,6.0,31.0,15.0,0.0,31.0
2022-05-02,75010,46.3225,-79.44945,,6.0,36.0,29.0,,36.0
2022-05-02,77233,46.492002,-81.003099,,11.0,28.0,31.0,0.0,31.0
2022-05-03,12008,42.315778,-83.043667,2.0,19.0,30.0,54.0,0.0,54.0
2022-05-03,12016,42.292889,-83.073139,,23.0,28.0,53.0,0.0,53.0
2022-05-03,13001,42.403694,-82.208306,,11.0,31.0,48.0,,48.0
2022-05-03,14111,42.990263,-82.395341,,15.0,31.0,46.0,0.0,46.0
2022-05-03,15020,43.333084,-81.74289,,5.0,31.0,34.0,,34.0
2022-05-03,15026,42.974485,-81.200813,,11.0,29.0,51.0,,51.0
2022-05-03,16015,42.672127,-81.162948,,3.0,31.0,52.0,,52.0
2022-05-03,18007,44.314472,-81.549722,,,26.0,40.0,,40.0
2022-05-03,21005,43.138611,-80.292639,,13.0,32.0,54.0,,54.0
2022-05-03,26060,43.443833,-80.503806,,13.0,31.0,52.0,,52.0
2022-05-03,27067,43.160056,-79.23475,,10.0,30.0,47.0,,47.0
2022-05-03,28028,43.551611,-80.264167,,10.0,31.0,49.0,,49.0
2022-05-03,29000,43.25778,-79.861664,5.0,24.0,24.0,54.0,30.0,54.0
2022-05-03,29118,43.257444,-79.90775,,24.0,31.0,58.0,,58.0
2022-05-03,29214,43.241324,-79.889328,,14.0,23.0,60.0,34.0,60.0
2022-05-03,31129,43.645451,-79.3891,,29.0,31.0,57.0,,57.0
2022-05-03,33003,43.747917,-79.274056,,22.0,30.0,57.0,,57.0
2022-05-03,34021,43.78047,-79.467372,,20.0,28.0,58.0,0.0,58.0
2022-05-03,35125,43.709444,-79.5435,2.0,23.0,29.0,50.0,3.0,50.0
2022-05-03,44008,43.314603,-79.80277,,18.0,34.0,52.0,,52.0
2022-05-03,44017,43.486917,-79.702278,,20.0,34.0,56.0,,56.0
2022-05-03,44029,43.52965,-79.862449,,15.0,32.0,51.0,9.0,51.0
2022-05-03,45027,43.952248,-78.91252,,10.0,33.0,48.0,,48.0
2022-05-03,46090,43.669911,-79.766589,,18.0,26.0,58.0,,58.0
2022-05-03,46108,43.546174,-79.658797,,15.0,32.0,55.0,,55.0
2022-05-03,47045,44.382338,-79.702446,,6.0,29.0,53.0,,53.0
2022-05-03,48006,44.044306,-79.48325,,16.0,30.0,52.0,,52.0
2022-05-03,49005,45.338261,-80.039269,,4.0,30.0,24.0,,30.0
2022-05-03,49010,45.224278,-78.932944,,,30.0,35.0,,35.0
2022-05-03,51001,45.434333,-75.676,,8.0,26.0,45.0,0.0,45.0
2022-05-03,52023,44.219953,-76.521143,,5.0,34.0,39.0,,39.0
2022-05-03,54012,44.150528,-77.3955,,5.0,36.0,40.0,,40.0
2022-05-03,56051,45.017976,-74.735339,,8.0,32.0,44.0,,44.0
2022-05-03,59006,44.301918,-78.34622,,10.0,32.0,40.0,,40.0
2022-05-03,63203,48.379389,-89.290167,,17.0,31.0,13.0,,31.0
2022-05-03,71078,46.533194,-84.309917,,24.0,24.0,21.0,1.0,24.0
2022-05-03,75010,46.3225,-79.44945,,7.0,24.0,17.0,,24.0
2022-05-03,77233,46.492002,-81.003099,,8.0,24.0,17.0,0.0,24.0
2022-05-04,12008,42.315778,-83.043667,2.0,14.0,31.0,26.0,0.0,31.0
2022-05-04,12016,42.292889,-83.073139,,16.0,30.0,33.0,0.0,33.0
2022-05-04,13001,42.403694,-82.208306,,2.0,26.0,23.0,,26.0
2022-05-04,14111,42.990263,-82.395341,,4.0,28.0,9.0,0.0,28.0
2022-05-04,15020,43.333084,-81.74289,,1.0,26.0,11.0,,26.0
2022-05-04,15026,42.974485,-81.200813,,8.0,32.0,23.0,,32.0
2022-05-04,16015,42.672127,-81.162948,,3.0,30.0,22.0,,30.0
2022-05-04,18007,44.314472,-81.549722,,,25.0,7.0,,25.0
2022-05-04,21005,43.138611,-80.292639,,8.0,35.0,18.0,,35.0
2022-05-04,26060,43.443833,-80.503806,,4.0,37.0,22.0,,37.0
2022-05-04,27067,43.160056,-79.23475,,11.0,29.0,19.0,,29.0
2022-05-04,28028,43.551611,-80.264167,,2.0,37.0,17.0,,37.0
2022-05-04,29000,43.25778,-79.861664,2.0,24.0,26.0,24.0,34.0,34.0
2022-05-04,29118,43.257444,-79.90775,,22.0,27.0,23.0,,27.0
2022-05-04,29214,43.241324,-79.889328,,12.0,28.0,18.0,11.0,28.0
2022-05-04,31129,43.645451,-79.3891,,14.0,31.0,25.0,,31.0
2022-05-04,33003,43.747917,-79.274056,,12.0,27.0,14.0,,27.0
2022-05-04,34021,43.78047,-79.467372,,10.0,27.0,21.0,0.0,27.0
2022-05-04,35125,43.709444,-79.5435,2.0,13.0,26.0,21.0,0.0,26.0
2022-05-04,44008,43.314603,-79.80277,,23.0,30.0,22.0,,30.0
2022-05-04,44017,43.486917,-79.702278,,9.0,28.0,19.0,,28.0
2022-05-04,44029,43.52965,-79.862449,,8.0,31.0,15.0,0.0,31.0
2022-05-04,45027,43.952248,-78.91252,,1.0,34.0,19.0,,34.0
2022-05-04,46090,43.669911,-79.766589,,4.0,31.0,15.0,,31.0
2022-05-04,46108,43.546174,-79.658797,,10.0,27.0,20.0,,27.0
2022-05-04,47045,44.382338,-79.702446,,4.0,24.0,16.0,,24.0
2022-05-04,48006,44.044306,-79.48325,,3.0,30.0,16.0,,30.0
2022-05-04,49005,45.338261,-80.039269,,2.0,32.0,8.0,,32.0
2022-05-04,49010,45.224278,-78.932944,,,32.0,12.0,,32.0
2022-05-04,51001,45.434333,-75.676,,4.0,31.0,23.0,0.0,31.0
2022-05-04,52023,44.219953,-76.521143,,6.0,26.0,17.0,,26.0
2022-05-04,54012,44.150528,-77.3955,,8.0,29.0,13.0,,29.0
2022-05-04,56051,45.017976,-74.735339,,7.0,26.0,32.0,,32.0
2022-05-04,59006,44.301918,-78.34622,,2.0,31.0,16.0,,31.0
2022-05-04,63203,48.379389,-89.290167,,15.0,32.0,22.0,,32.0
2022-05-04,71078,46.533194,-84.309917,,15.0,31.0,9.0,10.0,31.0
2022-05-04,75010,46.3225,-79.44945,,8.0,31.0,14.0,,31.0
2022-05-04,77233,46.492002,-81.003099,,25.0,34.0,18.0,0.0,34.0
2022-05-05,12008,42.315778,-83.043667,3.0,21.0,35.0,19.0,1.0,35.0
2022-05-05,12016,42.292889,-83.073139,,21.0,35.0,36.0,0.0,36.0
2022-05-05,13001,42.403694,-82.208306,,12.0,33.0,24.0,,33.0
2022-05-05,14111,42.990263,-82.395341,,8.0,31.0,26.0,1.0,31.0
2022-05-05,15020,43.333084,-81.74289,,4.0,33.0,4.0,,33.0
2022-05-05,15026,42.974485,-81.200813,,9.0,36.0,10.0,,36.0
2022-05-05,16015,42.672127,-81.162948,,4.0,32.0,41.0,,41.0
2022-05-05,18007,44.314472,-81.549722,,,33.0,11.0,,33.0
